institution,state,region,ownership,hbcu,predominetly_black_institution,admission_rate,sat_verbal_first_quartile,sat_verbal_median,sat_verbal_third_quartile,sat_math_first_quartile,sat_math_median,sat_math_third_quartile,online_only,n_students,n_students_white,n_students_black,n_students_hispanic,n_students_asian,n_students_native,share_low_income,avg_cost_attendance,tuition_in_state,tuition_out_of_state,completion_rate,completion_rate_white,completion_rate_black,completion_rate_hispanic,completion_rate_asian,completion_rate_native,load_default_rate_2yr,load_default_rate_3yr,mean_earnings_10yr_after,median_earnings_10yr_after
Palm Beach Atlantic University,FL,5,Private nonprofit,0,0,0.9466,520,575,640,480,560,600,In-person,2396,0.5897,0.0868,0.1807,0.0184,0.0029,0.3050699301,52625,35900,35900,0.5631,0.6092,0.2444,0.5873,0.6667,0.25,0.043,0,48000,49232
Palm Beach State College,FL,5,Public,0,0,NA,NA,NA,NA,NA,NA,NA,In-person,20378,0.2576,0.305,0.3458,0.0253,0.0016,0.6541969262,16700,3050,10910,0.4168,0.4408,0.3923,0.4154,0.5135,0.5714,0.135,0,37800,41923
Pasco-Hernando State College,FL,5,Public,0,0,NA,NA,NA,NA,NA,NA,NA,In-person,6630,0.5302,0.0665,0.2395,0.0273,0.002,0.5889838557,11441,3155,12032,0.3625,0.39,0.2118,0.3569,0.3714,0,0.14,0,33100,39903
Pensacola State College,FL,5,Public,0,0,NA,NA,NA,NA,NA,NA,NA,In-person,6249,0.5769,0.2015,0.1027,0.0259,0.0061,0.6460176991,9125,2365,9475,0.3704,0.4003,0.2215,0.3418,0.4483,0.3333,0.119,0,32100,36739
Polk State College,FL,5,Public,0,0,NA,NA,NA,NA,NA,NA,NA,In-person,6114,0.4431,0.1807,0.2898,0.0252,0.0021,0.5950470076,12830,3366,12272,0.3289,0.3773,0.2248,0.2957,0.4118,0.3333,0.061,0,35000,40624
Saint Vincent de Paul Regional Seminary,FL,5,Private nonprofit,0,0,NA,NA,NA,NA,NA,NA,NA,In-person,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,NA,NA
Ringling College of Art and Design,FL,5,Private nonprofit,0,0,0.647,NA,NA,NA,NA,NA,NA,In-person,1704,0.439,0.0323,0.142,0.0986,0.0023,0.3276515152,73962,52826,52826,0.7662,0.7725,0.875,0.7547,0.7188,1,0.092,0,43100,43325
Rollins College,FL,5,Private nonprofit,0,0,0.4999,590,NA,690,560,NA,660,In-person,2567,0.5836,0.058,0.171,0.0343,8e-4,0.35875,70679,56110,56110,0.777,0.7795,0.7083,0.7564,0.8889,0,0.049,0,53100,58295
Saint Leo University,FL,5,Private nonprofit,0,0,0.801,510,530,610,470,510,580,In-person,6717,0.2922,0.2013,0.1711,0.0122,0.0042,0.6233618952,40214,27050,27050,0.4934,0.5238,0.4141,0.4623,0.6667,1,0.093,0,50500,48364
St Petersburg College,FL,5,Public,0,0,NA,NA,NA,NA,NA,NA,NA,In-person,18984,0.5601,0.1403,0.1849,0.0415,0.0034,0.6116234557,11527,2682,9286,0.3826,0.4196,0.1755,0.3613,0.4458,0.1429,0.175,0,36700,42557
Santa Fe College,FL,5,Public,0,0,NA,NA,NA,NA,NA,NA,NA,In-person,11038,0.5209,0.1166,0.225,0.0368,0.0022,0.5596518987,13803,2563,9189,0.5065,0.5554,0.2743,0.5043,0.6724,0,0.192,0,39100,41631
Seminole State College of Florida,FL,5,Public,0,0,NA,NA,NA,NA,NA,NA,NA,In-person,11898,0.4157,0.1553,0.3063,0.0375,0.0023,0.573676132,9487,3131,11456,0.4334,0.4955,0.3058,0.3698,0.5849,0.6364,0.13,0,35100,41733
St. John Vianney College Seminary,FL,5,Private nonprofit,0,0,1,NA,NA,NA,NA,NA,NA,In-person,42,0.3333,0.0714,0.3095,0.0238,0,PS,NA,23100,23100,1,1,NA,1,NA,NA,0,NA,NA,NA
Saint Johns River State College,FL,5,Public,0,0,NA,NA,NA,NA,NA,NA,NA,In-person,3708,0.6486,0.1011,0.1454,0.0243,0.0046,0.5675247525,11676,2830,10347,0.4286,0.4628,0.2295,0.4659,0.1818,0.4,0.097,0,33300,41728
South Florida State College,FL,5,Public,0,0,NA,NA,NA,NA,NA,NA,NA,In-person,2098,0.3866,0.1187,0.4285,0.0191,0.0019,0.6483516484,10207,3165,11859,0.5644,0.5646,0.4615,0.5726,0.8333,NA,0.136,0,31300,39990
University of South Florida,FL,5,Public,0,0,0.4393,580,620,660,560,615,670,In-person,36763,0.4551,0.0803,0.2248,0.0831,0.0015,0.4572891772,21383,6410,17324,0.7412,0.7362,0.7266,0.7235,0.8453,1,0.054,0,48500,57743
St. Thomas University,FL,5,Private nonprofit,0,0,0.6515,NA,490,NA,NA,470,NA,In-person,1896,0.1197,0.3312,0.3497,0.0026,0.0016,0.5564356436,50684,33760,33760,0.4264,0.4762,0.3488,0.4457,NA,NA,0.052,0.001,60500,54272
Stetson University,FL,5,Private nonprofit,0,0,0.938,570,610,665,540,583,640,In-person,2517,0.5256,0.1172,0.1971,0.0179,8e-4,0.314159292,67631,52320,52320,0.6366,0.6699,0.6863,0.5111,0.5385,NA,0.041,0,51800,51642
Southeastern University,FL,5,Private nonprofit,0,0,0.6086,NA,555,NA,NA,517,NA,In-person,4931,0.5682,0.1126,0.2204,0.0152,0.0067,0.3833208676,42569,30148,30148,0.4267,0.4895,0.3171,0.3443,0.6667,0.1429,0.04,0,37900,46744
Tallahassee Community College,FL,5,Public,0,0,NA,NA,NA,NA,NA,NA,NA,In-person,9939,0.3766,0.2997,0.2544,0.0121,0.002,0.5910332637,9388,2026,8062,0.3673,0.4372,0.2476,0.4007,0.5882,0,0.185,0,35100,37561
Talmudic College of Florida,FL,5,Private nonprofit,0,0,NA,NA,NA,NA,NA,NA,NA,In-person,33,0.8788,0,0,0,0,PS,31000,15250,15250,0.5455,0.5,NA,NA,NA,NA,0.041,0,PS,NA
The University of Tampa,FL,5,Private nonprofit,0,0,0.2635,NA,585,NA,NA,570,NA,In-person,9593,0.6866,0.0284,0.1227,0.0154,0.0013,0.2425093633,48273,32218,32218,0.6572,0.6824,0.5833,0.521,0.5897,1,0.045,0,55100,59436
Trinity Baptist College,FL,5,Private nonprofit,0,0,0.4959,450,512,550,440,472,540,In-person,319,0.6583,0.185,0.0972,0.0063,0.0031,0.444015444,23973,14300,14300,0.2892,0.475,0.1875,0.1053,0,0,0.052,0,33300,37275
Trinity College of Florida,FL,5,Private nonprofit,0,0,0.5977,380,490,600,400,465,550,In-person,175,0.4571,0.2343,0.2114,0.0286,0.0057,0.487804878,25298,16300,16300,0.04,0.2,0,0,NA,NA,0.043,0,33700,32465
Valencia College,FL,5,Public,0,0,NA,NA,NA,NA,NA,NA,NA,In-person,35867,0.2351,0.1727,0.4239,0.0427,0.0023,0.6117820324,14496,2474,9383,0.4486,0.4751,0.3375,0.4144,0.6019,0.4,0.15,0,37000,40594
Warner University,FL,5,Private nonprofit,0,0,0.551,440,490,540,420,460,530,In-person,738,0.3875,0.3415,0.1924,0.0054,0.0041,0.4957746479,39677,28044,28044,0.4045,0.5429,0.3333,0.25,NA,NA,0.104,0,42500,46086
Webber International University,FL,5,Private nonprofit,0,0,0.4897,NA,NA,NA,NA,NA,NA,In-person,1093,0.398,0.3266,0.0833,0.0073,0.0037,0.3894736842,46822,30798,30798,0.3277,0.3281,0.2982,0.3704,NA,NA,0.116,0,40100,45606
Rasmussen University-Florida,FL,5,Private for-profit,0,0,NA,NA,NA,NA,NA,NA,NA,In-person,7936,0.3988,0.2312,0.1656,0.0309,0.0054,0.5667177131,24016,11291,11291,0.4346,0.5169,0.3256,0.4651,NA,0,0.145,0,34300,39080
The University of West Florida,FL,5,Public,0,0,0.4803,540,580,630,510,555,600,In-person,8806,0.6229,0.1008,0.1092,0.034,0.0044,0.4295808967,18357,6360,19241,0.5306,0.5485,0.4891,0.4344,0.6744,0.25,0.086,0,43400,49137
Abraham Baldwin Agricultural College,GA,5,Public,0,0,0.6696,460,535,570,430,500,530,In-person,3160,0.7949,0.0842,0.0858,0.0085,0.0019,0.4128113879,13323,3165,10071,0.3971,0.4335,0.146,0.5072,0.2857,0.3333,0.093,0,36300,34996
Agnes Scott College,GA,5,Private nonprofit,0,0,0.6652,590,NA,700,540,NA,650,In-person,923,0.3705,0.3164,0.1441,0.0574,0.0011,0.325,58167,45786,45786,0.7684,0.7979,0.8261,0.6571,0.6667,NA,0.075,0,46300,56274
Albany State University,GA,5,Public,1,0,NA,NA,NA,NA,NA,NA,NA,In-person,5645,0.0792,0.806,0.0484,0.0023,0.0021,0.5850091408,21402,5934,16656,0.2794,0.19,0.2997,0.1765,0.5,0,0.16,0,34600,40674
The Art Institute of Atlanta,GA,5,Private for-profit,0,0,NA,NA,NA,NA,NA,NA,NA,In-person,456,0.0768,0.7149,0.0921,0.0088,0.0044,0.6435028249,42388,20794,20794,0.1375,0.0938,0.165,0.0476,0.5,0.2,0.148,0,36000,33685
Point University,GA,5,Private nonprofit,0,0,0.242,370,510,580,480,500,520,In-person,1041,0.4976,0.2286,0.0922,0.0048,0.0077,0.4308342133,34203,22300,22300,0.2555,0.2515,0.243,0.3571,0,0,0.043,0,34700,38740
Atlanta Metropolitan State College,GA,5,Public,0,1,NA,NA,NA,NA,NA,NA,NA,In-person,1272,0.0212,0.8829,0.0503,0.0047,8e-4,0.7578703704,12708,3105,9731,0.2424,0,0.2345,0.1667,1,NA,0.145,0,31100,33252
Atlanta's John Marshall Law School,GA,5,Private for-profit,0,0,NA,NA,NA,NA,NA,NA,NA,In-person,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.015,0,NA,NA
Clark Atlanta University,GA,5,Private nonprofit,1,0,0.5626,450,497,580,430,460,540,In-person,3419,0.0041,0.5949,0.0015,6e-4,0.0012,0.5039738195,39446,24730,24730,0.462,0.5,0.4716,0.5,0.5,1,0.081,0,38200,42712
Berry College,GA,5,Private nonprofit,0,0,0.6631,570,634,660,540,584,630,In-person,2232,0.7267,0.0811,0.103,0.0291,0.0022,0.1856763926,54975,39376,39376,0.6473,0.636,0.7308,0.7097,0.8333,NA,0.035,0,43900,53800
Beulah Heights University,GA,5,Private nonprofit,0,0,NA,NA,NA,NA,NA,NA,NA,In-person,143,0.1958,0.5175,0.0769,0.1049,0,0.7570621469,NA,8492,8492,0,NA,NA,0,NA,NA,0.13,0,36900,35236
Brenau University,GA,5,Private nonprofit,0,0,0.8655,NA,560,NA,NA,505,NA,In-person,1184,0.473,0.2736,0.1444,0.0186,0.0034,0.4933665008,45992,32685,32685,0.457,0.5195,0.3,0.4375,0.6667,NA,0.028,0,45400,54003
Brewton-Parker College,GA,5,Private nonprofit,0,0,0.9476,NA,475,NA,NA,470,NA,In-person,646,0.4071,0.37,0.1161,0.0093,0.0124,0.4683195592,34951,21696,21696,0.1974,0.2182,0.22,0.25,0,0,0.092,0,35100,42009
College of Coastal Georgia,GA,5,Public,0,0,0.9833,470,463,590,430,449,550,In-person,2812,0.5928,0.2048,0.0797,0.0174,0.0021,0.4992327366,18167,3483,10389,0.2292,0.28,0.1123,0.2128,0.4545,0,0.156,0,32800,39318
Clayton  State University,GA,5,Public,0,1,0.5632,460,NA,560,430,NA,530,In-person,4540,0.1077,0.6526,0.1112,0.0573,0.0029,0.5802650957,17613,5068,15790,0.3449,0.2985,0.3468,0.36,0.4,0,0.069,0.001,42300,49179
Columbia Theological Seminary,GA,5,Private nonprofit,0,0,NA,NA,NA,NA,NA,NA,NA,In-person,NA,NA,NA,NA,NA,NA,PS,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.016,0.018,PS,NA
Columbus State University,GA,5,Public,0,0,0.878,460,505,590,440,495,540,In-person,5637,0.4213,0.3912,0.085,0.0277,0.0028,0.4514501892,20838,5751,16805,0.434,0.4442,0.4169,0.4444,0.4194,0,0.102,0,38800,44544
Covenant College,GA,5,Private nonprofit,0,0,0.8413,590,605,710,550,580,670,In-person,808,0.8738,0.0124,0.005,0.0297,0.0087,0.1415384615,51713,38860,38860,0.7396,0.7489,0.7,0.5,1,1,0.027,0,46700,50412
Dalton State College,GA,5,Public,0,0,NA,NA,NA,NA,NA,NA,NA,In-person,4260,0.5387,0.034,0.3545,0.0192,0.004,0.4610449129,11918,3283,10189,0.224,0.236,0.1132,0.2167,0.1176,0,0.145,0,34700,40251
South University-Savannah,GA,5,Private for-profit,0,0,NA,NA,NA,NA,NA,NA,NA,In-person,195,0.2974,0.5487,0.0718,0.0154,0.0154,0.6569544875,28993,17014,17014,0.1429,0.2222,0.1111,0,NA,NA,0.174,0,40200,34421
East Georgia State College,GA,5,Public,0,1,NA,NA,NA,NA,NA,NA,NA,In-person,1514,0.4155,0.4392,0.074,0.0073,0.0013,0.5468191565,15297,2736,9088,0.1317,0.1443,0.1232,0.1951,0,0,0.15,0,34000,37174
Emmanuel College,GA,5,Private nonprofit,0,0,0.6266,NA,540,NA,NA,530,NA,In-person,730,0.5986,0.1342,0.0699,0.0055,0.0041,0.3415132924,33421,22924,22924,0.3739,0.4026,0.2571,0.25,NA,NA,0.119,0,35400,38208
Emory University,GA,5,Private nonprofit,0,0,0.1135,700,720,760,730,760,790,In-person,7017,0.3311,0.0852,0.1142,0.237,4e-4,0.2793414764,75594,57948,57948,0.8999,0.8921,0.8866,0.9048,0.9255,NA,0.017,0,84400,80137
Georgia Highlands College,GA,5,Public,0,0,NA,NA,NA,NA,NA,NA,NA,In-person,4419,0.566,0.1684,0.1919,0.0124,0.002,0.4740939597,11832,3344,9696,0.1851,0.1895,0.125,0.2288,0.1739,0,0.079,0,38100,43184
Fort Valley State University,GA,5,Public,1,0,0.4309,400,440,480,410,440,470,In-person,2347,0.0183,0.9242,0.0234,0.0047,4e-4,0.6159669649,20211,5832,16572,0.4555,0.5,0.4526,0,NA,0.6667,0.158,0,34700,36666
Georgia Institute of Technology-Main Campus,GA,5,Public,0,0,0.1713,670,680,760,700,725,790,In-person,17379,0.3837,0.0787,0.0819,0.2993,6e-4,0.2454735376,29148,11764,32876,0.926,0.9209,0.7978,0.9194,0.9701,1,0.019,0,85900,102772
Georgia Southwestern State University,GA,5,Public,0,0,0.7318,520,560,600,490,520,560,In-person,2092,0.5492,0.315,0.0684,0.0196,0.0019,0.4188034188,19915,4980,15702,0.3621,0.3923,0.2931,0.3478,0,NA,0.053,0.001,40100,48757
Georgia College & State University,GA,5,Public,0,0,0.7995,540,595,630,520,570,600,In-person,5185,0.8322,0.0334,0.0638,0.0158,0.0014,0.2072564612,28118,8974,28154,0.6237,0.6256,0.7183,0.6556,0.3478,0,0.027,0,45200,58140
Georgia Southern University,GA,5,Public,0,0,0.8889,500,555,590,480,540,560,In-person,20996,0.5772,0.2566,0.0797,0.02,0.0031,0.3285752761,22652,6485,17539,0.5274,0.5379,0.5084,0.4804,0.5505,0.4348,0.08,0,46100,53236
Georgia State University,GA,5,Public,0,1,0.6678,520,590,630,500,580,620,In-person,28439,0.1807,0.4238,0.1417,0.1591,8e-4,0.5169778857,27149,8478,23709,0.549,0.5215,0.558,0.5809,0.5305,1,0.069,0,48200,47384
University of Georgia,GA,5,Public,0,0,0.4255,620,680,710,600,680,710,In-person,30566,0.6778,0.0624,0.0732,0.1211,6e-4,0.2496714849,27821,11180,30220,0.8811,0.8962,0.8497,0.859,0.8414,0.6667,0.035,0,59100,68726
Gordon State College,GA,5,Public,0,0,0.9332,450,510,550,420,480,530,In-person,2663,0.4769,0.4179,0.0544,0.0064,0,0.4973195876,14627,3475,10381,0.2267,0.2818,0.1754,0.1852,0.3333,0,0.091,0,34700,37871
Interdenominational Theological Center,GA,5,Private nonprofit,1,0,NA,NA,NA,NA,NA,NA,NA,In-person,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.097,0,PS,NA
LaGrange College,GA,5,Private nonprofit,0,0,0.5912,NA,NA,NA,NA,NA,NA,In-person,597,0.5745,0.263,0.0402,0.0084,0.0034,0.3021702838,46803,33700,33700,0.5064,0.5318,0.3542,1,0.75,0,0.062,0,45700,51745
Life University,GA,5,Private nonprofit,0,0,0.9777,405,495,587,425,493,530,In-person,910,0.3088,0.2637,0.1813,0.0275,0.0209,0.5186640472,40129,14406,14406,0.3125,0.2564,0.1923,0.4074,0.3333,0.3333,0.059,0,47200,47397
Herzing University-Atlanta,GA,5,Private nonprofit,0,0,0.9341,NA,NA,NA,NA,NA,NA,In-person,614,0.0912,0.715,0.0521,0.0489,0.0016,0.6933148684,28645,12750,12750,0.25,0,0.2857,0,0,NA,0.117,0,41600,36909
Mercer University,GA,5,Private nonprofit,0,0,0.7468,600,663,680,590,648,680,In-person,4568,0.4477,0.3054,0.0762,0.0819,0.0013,0.3635029354,55068,39708,39708,0.7351,0.7363,0.7161,0.6957,0.7857,1,0.051,0,58200,58354
Morehouse College,GA,5,Private nonprofit,1,0,0.6001,NA,NA,NA,NA,NA,NA,In-person,2564,0.002,0.9844,4e-4,0,4e-4,0.3949870354,48890,29468,29468,0.5898,0.75,0.5944,1,0,0.3333,0.198,0,49000,52889
Morehouse School of Medicine,GA,5,Private nonprofit,1,0,NA,NA,NA,NA,NA,NA,NA,In-person,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.069,0,PS,NA
Morris Brown College,GA,5,Private nonprofit,0,0,NA,NA,NA,NA,NA,NA,NA,In-person,252,0,0.996,0.004,0,0,NA,19079,9558,9558,0.25,NA,0.25,NA,NA,NA,NA,NA,NA,NA
Oglethorpe University,GA,5,Private nonprofit,0,0,0.7099,540,600,650,525,575,655,In-person,1426,0.3724,0.2265,0.2286,0.04,0.0035,0.3686067019,57647,43990,43990,0.571,0.5833,0.48,0.4167,0.6923,NA,0.047,0,49400,55232
Paine College,GA,5,Private nonprofit,1,0,0.5151,NA,NA,NA,NA,NA,NA,In-person,299,0.01,0.806,0.0368,0,0.01,0.6741935484,27632,14596,14596,0.1782,1,0.1648,0.5,NA,0,0.185,0,29700,33338
Piedmont University,GA,5,Private nonprofit,0,0,0.6435,510,565,610,480,550,590,In-person,1212,0.6724,0.1262,0.1048,0.014,0.0017,0.3771929825,42631,29190,29190,0.4835,0.545,0.3043,0.4737,0,0.3333,0.046,0,43400,49130
Reinhardt University,GA,5,Private nonprofit,0,0,0.6233,NA,NA,NA,NA,NA,NA,In-person,1014,0.5562,0.214,0.0858,0.0099,0.0059,0.347826087,42776,27300,27300,0.3743,0.4593,0.2143,0.5185,0,0.3333,0.052,0,40500,46541
Savannah College of Art and Design,GA,5,Private nonprofit,0,0,0.8173,550,NA,660,510,NA,620,In-person,13352,0.5246,0.1154,0.0689,0.0613,0.0058,0.2832886506,58970,39605,39605,0.7253,0.7438,0.5773,0.689,0.7647,0.5455,0.067,0,41400,45954
Savannah State University,GA,5,Public,1,0,NA,NA,NA,NA,NA,NA,NA,In-person,2648,0.031,0.8584,0.0532,0,8e-4,0.5892626132,17228,5498,16218,0.2831,0.3077,0.2853,0.1961,NA,0.1667,0.185,0,35000,37981
Shorter University,GA,5,Private nonprofit,0,0,0.9747,480,550,690,480,525,600,In-person,1121,0.6218,0.1927,0.0963,0.0125,0.008,0.4359726295,33819,22810,22810,0.3186,0.4451,0.1064,0.25,0,NA,0.097,0,50100,44604
Spelman College,GA,5,Private nonprofit,1,0,0.2839,NA,NA,NA,NA,NA,NA,In-person,3098,0.0707,0.848,0,0.0136,0.0094,0.3658787256,47717,28885,28885,0.7401,NA,0.7407,NA,NA,0.6429,0.075,0,50700,59993
Thomas University,GA,5,Private nonprofit,0,0,0.4609,450,520,600,470,490,540,In-person,726,0.3636,0.2507,0.0592,0.0193,0.0028,0.4535315985,18420,11080,11080,0.6703,0.8462,0.2308,0.7778,NA,NA,0.071,0,37400,49716
Toccoa Falls College,GA,5,Private nonprofit,0,0,0.6801,520,565,640,470,525,600,In-person,835,0.7365,0.10780000000000001,0.0671,0.0311,0.0012,0.3737373737,33983,22350,22350,0.4638,0.4903,0.1429,0.5556,0.6667,0.3333,0.038,0,32200,36630
Truett McConnell University,GA,5,Private nonprofit,0,0,0.8083,500,578,620,500,560,570,In-person,828,0.7403,0.0833,0.0519,0.0097,0.006,0.2739420935,35484,24440,24440,0.4633,0.5257,0.0625,0.1538,1,NA,0.075,0,37100,46700
Valdosta State University,GA,5,Public,0,0,0.8947,490,535,580,460,505,550,In-person,7277,0.4356,0.3889,0.1068,0.0144,0.0018,0.4182670835,20694,6007,17062,0.4031,0.3909,0.4323,0.38,0.4091,0,0.08,0,41600,49361
Wesleyan College,GA,5,Private nonprofit,0,0,0.668,NA,595,NA,NA,527,NA,In-person,510,0.3765,0.3824,0.1118,0.0098,0.002,0.4727272727,39010,27650,27650,0.4563,0.4902,0.4138,0.5833,0,NA,0.037,0,37600,44317
University of West Georgia,GA,5,Public,0,0,0.8012,480,550,590,450,485,550,In-person,7939,0.4959,0.3319,0.0899,0.0108,0.0016,0.4069508646,23870,5941,16996,0.4324,0.4601,0.4263,0.3395,0.5,0.5,0.082,0,41700,49587
Young Harris College,GA,5,Private nonprofit,0,0,0.7729,NA,NA,NA,NA,NA,NA,In-person,837,0.6786,0.0824,0.0526,0.0072,0.0072,0.319109462,44631,30905,30905,0.4923,0.4783,0.35,0.875,1,0.5,0.035,0,41300,47195
Chaminade University of Honolulu,HI,8,Private nonprofit,0,0,0.9341,NA,NA,NA,NA,NA,NA,In-person,1505,0.0924,0.0153,0.1249,0.2525,0.0027,0.5103950104,41667,28544,28544,0.6641,0.5833,0.3571,0.7222,0.7128,1,0.059,0,41000,52343
University of Hawaii at Hilo,HI,8,Public,0,0,0.8424,500,565,620,460,540,580,In-person,2381,0.2083,0.0122,0.1592,0.1336,0.005,0.5145560408,21526,7838,20798,0.4246,0.4,0,0.339,0.5758,NA,0.063,0,41800,47856
University of Hawaii at Manoa,HI,8,Public,0,0,0.7277,530,605,640,540,580,650,In-person,13915,0.2042,0.0148,0.1388,0.336,0.0023,0.3935826408,22185,12186,34218,0.6233,0.4985,0.381,0.4626,0.7753,0.125,0.038,0,51800,57624
Hawaii Pacific University,HI,8,Private nonprofit,0,0,0.871,530,584,630,530,570,610,In-person,2650,0.294,0.0645,0.2098,0.1679,0.0053,0.3275388838,49353,31940,31940,0.4499,0.4201,0.2222,0.3824,0.5846,0.2857,0.03,0,56400,59593
University of Hawaii Maui College,HI,8,Public,0,0,NA,NA,NA,NA,NA,NA,NA,In-person,1636,0.1504,0.0073,0.151,0.3142,0.0024,0.6090909091,14862,3284,8420,0.2676,0.2093,0,0.225,0.3874,0,0.204,0,34200,34453
University of Hawaii-West Oahu,HI,8,Public,0,0,0.9637,510,575,610,530,520,570,In-person,2491,0.0807,0.0181,0.1538,0.3649,0.0012,0.5023923445,15528,7584,20544,0.3271,0.3846,0.3333,0.1892,0.3491,NA,0.047,0,41100,52075
Boise Bible College,ID,7,Private nonprofit,0,0,1,400,525,530,410,520,580,In-person,95,0.8842,0.0421,0.0316,0,0,0.3333333333,25426,9770,9770,0.4688,0.5417,0,0,1,NA,0.045,0.056,32700,33140
Boise State University,ID,7,Public,0,0,0.8393,NA,NA,NA,NA,NA,NA,In-person,16979,0.7192,0.0166,0.1475,0.0269,0.0036,0.365890183,23497,8364,25701,0.5968,0.6149,0.5,0.5341,0.5854,0.4444,0.094,0,43100,51658
Idaho State University,ID,7,Public,0,0,NA,NA,NA,NA,NA,NA,NA,In-person,6830,0.7221,0.0152,0.1492,0.0122,0.0164,0.4177320734,20725,7958,25936,0.3714,0.3834,0.1111,0.328,0.2308,0.1111,0.132,0,43900,45608
University of Idaho,ID,7,Public,0,0,0.7385,500,560,630,490,545,620,In-person,7120,0.7493,0.0111,0.107,0.0162,0.0091,0.345297441,22108,8396,27632,0.611,0.6149,0.3636,0.6154,0.6154,0.625,0.068,0,47000,54670
The College of Idaho,ID,7,Private nonprofit,0,0,0.4552,530,589,620,540,574,620,In-person,1052,0.5485,0.0209,0.1397,0.019,0.0076,0.2326869806,47926,34630,34630,0.5992,0.5733,0.6364,0.52,1,0.5,0.056,0,47300,48473
Lewis-Clark State College,ID,7,Public,0,0,0.8677,430,NA,550,420,NA,560,In-person,2344,0.7709,0.0132,0.09,0.006,0.0188,0.4669350201,17295,6999,20252,0.3516,0.3582,0.1667,0.3182,0.2,0.1429,0.08,0,38200,46001
Northwest Nazarene University,ID,7,Private nonprofit,0,0,0.8819,490,560,630,510,540,610,In-person,1115,0.748,0.0179,0.1336,0.0126,0.0063,0.2927580894,46897,36298,36298,0.5817,0.6188,0.25,0.3333,0.5,NA,0.031,0,46300,51719
Brigham Young University-Idaho,ID,7,Private nonprofit,0,0,0.9556,500,555,610,490,540,590,In-person,42213,0.6356,0.0274,0.1879,0.0143,0.0022,0.3855719119,12807,4536,4536,0.5382,0.5451,0.3846,0.4549,0.7097,0.1818,0.023,0,49400,53406
College of Southern Idaho,ID,7,Public,0,0,NA,NA,NA,NA,NA,NA,NA,In-person,3531,0.6103,0.0176,0.2917,0.0105,0.0065,0.4829192547,12340,3360,6840,0.3068,0.3324,0.3,0.2638,0.2,0.2,0.194,0,33700,40916
Adler University,IL,3,Private nonprofit,0,0,NA,NA,NA,NA,NA,NA,NA,In-person,9,0.5556,0.3333,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.007,0,NA,NA
American Academy of Art College,IL,3,Private for-profit,0,0,NA,NA,NA,NA,NA,NA,NA,In-person,111,0.3964,0.1441,0.3604,0.0631,0,0.3708609272,44105,37670,37670,0.5893,0.5417,NA,0.64,0.5,NA,0.052,0,35600,34324
American Islamic College,IL,3,Private nonprofit,0,0,1,NA,NA,NA,NA,NA,NA,In-person,5,0,0.8,0.2,0,0,NA,NA,7650,7650,0,0,NA,0,NA,NA,NA,NA,NA,NA
School of the Art Institute of Chicago,IL,3,Private nonprofit,0,0,0.7896,NA,NA,NA,NA,NA,NA,In-person,2819,0.3537,0.0436,0.1132,0.1032,0.0021,0.3076923077,72278,54530,54530,0.6677,0.6371,0.6786,0.642,0.5614,NA,0.069,0,40800,40151
Augustana College,IL,3,Private nonprofit,0,0,0.6122,510,NA,630,500,NA,620,In-person,2274,0.6073,0.0387,0.1288,0.0281,9e-4,0.1436464088,59262,47916,47916,0.7762,0.7846,0.7241,0.7027,0.9444,NA,0.047,0,56400,62971
Aurora University,IL,3,Private nonprofit,0,0,0.819,500,525,608,480,520,590,In-person,3987,0.4046,0.0599,0.3958,0.0356,0.002,0.3390142791,38012,27420,27420,0.5975,0.6385,0.4754,0.5778,0.6,0,0.048,0,46200,58709
Bethany Theological Seminary,IN,3,Private nonprofit,0,0,NA,NA,NA,NA,NA,NA,NA,In-person,NA,NA,NA,NA,NA,NA,PS,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0.09,NA,NA
Blackburn College,IL,3,Private nonprofit,0,0,0.6437,NA,520,NA,NA,487,NA,In-person,342,0.807,0.0702,0.0789,0.0029,0,0.4927536232,35726,26055,26055,0.3571,0.3852,0.3846,0.1429,0.5,NA,0.09,0,41700,46802
Blessing Rieman College of Nursing and Health Sciences,IL,3,Private nonprofit,0,0,NA,NA,NA,NA,NA,NA,NA,In-person,151,0.9205,0.0265,0,0.0199,0,0.3617021277,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.018,0,51000,72430
Bradley University,IL,3,Private nonprofit,0,0,0.7514,530,585,640,520,585,640,In-person,4133,0.648,0.0881,0.1379,0.0443,0.0022,0.2045977011,50881,37800,37800,0.761,0.7886,0.6186,0.697,0.8163,1,0.024,0,58300,66852
