name,team,nationality_1,jersey_number,position_1,position_2,archetype,height_ft,weight_lb,wingspan_ft,season_salary,years_in_the_nba,birthdate,rating_overall,rating_close_shot,rating_mid_range_shot,rating_three_point_shot,rating_free_throw,rating_shot_iq,rating_speed,rating_agility,rating_strength,rating_stamina,rating_overall_durability,rating_pass_accuracy,rating_ball_handle,rating_pass_iq,rating_group_defense,rating_interior_defense,rating_perimeter_defense,rating_steal,rating_block,rating_offensive_rebound,rating_defensive_rebound,pos,age,gp,w,l,min,pts,fgm,fga,fg_percent,x3pm,x3pa,x3p_percent,ftm,fta,ft_percent,oreb,dreb,reb,ast,tov,stl,blk,pf,fp,dd2,td3,x
Marcus Smart,Memphis Grizzlies,United States,36,PG,SG,2-Way Mid-Range Specialist,"6'3""",220,"6'9""",20210284,11,1994-03-06,80,95,90,74,81,65,75,93,73,89,83,75,74,75,82,74,91,96,45,30,45,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
MarJon Beauchamp,NA,United States,NA,SF,SG,Catch & Shoot Ace,"6'7""",199,"7'1""",NA,NA,2000-10-12,73,88,81,83,68,55,76,76,52,89,80,65,70,67,55,54,69,36,45,47,57,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Mark Williams,Charlotte Hornets,United States,5,C,NA,Defensive Anchor,"7'0""",240,"7'7""",4094280,3,2001-12-16,80,84,60,36,75,60,65,64,80,85,80,44,35,52,64,79,44,43,74,92,85,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Markieff Morris,Dallas Mavericks,United States,88,PF,C,Stretch Four,"6'9""",245,"6'11""",NA,14,1989-09-02,70,83,75,80,74,50,57,50,84,91,92,44,42,78,54,75,42,40,40,40,70,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Marvin Bagley III,Washington Wizards,United States,35,C,PF,3-Level Scoring Board Hunter,"6'10""",235,"7'1""",12500000,7,1999-03-14,76,87,74,75,84,40,73,74,80,85,87,47,62,60,59,70,49,36,66,85,73,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Mason Jones,Sacramento Kings,United States,8,SG,PG,3 & D Threat,"6'4""",200,"6'7""",NA,5,1998-07-21,69,71,84,80,65,70,64,74,46,80,80,62,71,60,51,54,69,40,25,34,73,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Mason Plumlee,Phoenix Suns,United States,22,C,NA,Board-Hunting Lob Threat,"6'10""",254,"6'11""",2087519,12,1990-03-05,77,90,60,58,54,75,57,48,80,78,83,75,37,72,63,74,46,37,62,72,90,C,33,79,28,51,2052.9,857,329,484,68,0,0,0,199,313,63.6,229,471,700,245,117,46,47,217,2227,23,0,-269
Matas Buzelis,Chicago Bulls,Lithuania,14,SF,PF,Interior Threat,"6'10""",209,"7'2""",5195520,1,2004-10-13,72,72,73,73,68,50,86,70,60,90,80,65,69,66,59,59,62,48,69,48,57,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Matisse Thybulle,Portland Trail Blazers,United States,4,SF,SG,3 & D Wing,"6'5""",201,"7'0""",11025000,6,1997-03-04,74,79,48,78,68,50,76,89,59,85,80,55,65,35,83,60,89,98,70,35,46,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Matt Ryan,New Orleans Pelicans,United States,37,SF,SG,Catch & Shoot Ace,"6'6""",215,"6'10""",NA,5,1997-04-17,71,77,65,88,90,60,55,64,54,89,79,65,67,68,45,42,64,35,32,34,47,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Max Christie,Los Angeles Lakers,United States,10,SG,SF,3-Level Scoring Threat,"6'5""",190,"6'9""",7142857,3,2003-02-10,73,90,80,79,75,70,87,87,55,98,80,68,70,66,52,44,63,37,56,34,61,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Max Strus,Cleveland Cavaliers,United States,1,SF,SG,Catch & Shoot Ace,"6'5""",215,"6'8""",15212068,6,1996-03-28,77,78,85,82,81,85,76,76,40,98,85,72,69,78,47,45,57,42,51,41,60,SG,27,80,42,38,2272,923,324,790,41,197,563,35,78,89,87.6,49,209,258,171,69,42,12,166,1582,2,0,-145
Maxi Kleber,Dallas Mavericks,Germany,42,PF,C,Stretch Four Paint  Protector,"6'10""",240,"6'11""",11000000,11,1992-01-29,74,71,70,78,71,60,45,77,79,85,80,70,64,68,71,80,78,36,70,43,61,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Maxwell Lewis,Los Angeles Lakers,United States,20,SF,SG,3 & D Threat,"6'7""",195,"7'0""",1891857,2,2002-07-27,69,70,70,77,79,70,67,75,44,85,80,60,70,64,49,25,68,43,47,33,42,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Micah Potter,Utah Jazz,United States,25,PF,C,Floor-Spacing Rebounder,"6'9""",248,"7'1""",NA,4,1998-04-06,68,66,70,78,80,60,43,43,70,80,81,54,42,55,46,52,37,37,68,55,74,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Michael Porter Jr.,Denver Nuggets,United States,1,SF,PF,Score-First Wing,"6'10""",218,"7'0""",35859950,7,1998-06-29,83,92,96,87,75,70,80,81,68,88,66,65,78,62,55,60,64,35,57,48,74,SF,24,62,41,21,1797.9,1080,398,817,48.7,188,454,41.4,96,120,80,64,277,341,65,68,37,29,119,1717,3,0,418
Mikal Bridges,New York Knicks,United States,25,SF,SG,3 & D Wing,"6'6""",209,"7'1""",23300000,7,1996-08-30,84,85,76,82,86,75,80,89,68,92,84,78,82,88,71,69,88,42,47,37,55,SF,26,83,42,41,2963.2,1671,593,1267,46.8,169,442,38.2,316,353,89.5,79,285,364,273,127,91,61,159,2846,2,0,36
Mike Conley,Minnesota Timberwolves,United States,10,PG,NA,2-Way 3PT Playmaker,"6'0""",175,"6'6""",9975962,18,1987-10-11,81,91,67,89,95,80,83,84,40,85,82,90,89,90,65,31,83,59,42,35,47,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Miles Bridges,Charlotte Hornets,United States,0,PF,SF,Slashing Stretch Four,"6'7""",225,"6'10""",27173913,7,1998-03-21,81,82,73,78,86,80,75,76,73,88,85,69,76,74,55,60,59,40,51,40,75,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Miles McBride,New York Knicks,United States,2,PG,SG,2-Way Sharpshooting Creator,"6'1""",195,"6'9""",4710144,4,2000-09-08,76,69,89,85,67,75,86,86,44,85,80,70,88,60,63,40,81,56,37,37,39,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Mitchell Robinson,New York Knicks,United States,23,C,NA,Defensive Anchor,"7'0""",240,"7'2""",14318182,7,1998-04-01,80,75,68,32,37,85,48,65,84,85,80,70,40,54,74,83,49,73,81,97,69,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Mo Bamba,Los Angeles Clippers,United States,4,C,NA,Defensive Anchor,"7'0""",231,"7'10""",2087519,7,1998-05-12,73,75,65,79,66,45,75,64,68,78,81,35,46,51,66,75,48,43,93,76,85,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Monte Morris,Phoenix Suns,United States,23,PG,NA,Playmaking Sharpshooter,"6'2""",183,"6'4""",2087519,8,1995-06-27,75,76,90,82,83,60,83,83,41,85,81,94,86,94,52,44,62,59,56,33,53,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Moritz Wagner,Orlando Magic,Germany,21,C,PF,3-Level Scoring Threat,"6'11""",245,"7'0""",11000000,7,1997-04-26,77,91,78,76,77,85,73,67,78,85,81,54,42,55,49,58,40,42,53,68,74,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Moses Moody,Golden State Warriors,United States,4,SF,SG,2-Way 3-Level Shot Creator,"6'5""",211,"7'1""",5803269,4,2002-05-31,76,94,74,80,74,60,73,77,68,88,80,65,74,64,63,68,71,53,58,56,55,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Mouhamed Gueye,Atlanta Hawks,Senegal,18,PF,C,Rebounder,"6'10""",210,"7'3""",1891857,2,2002-11-09,70,68,67,66,63,60,67,67,63,88,80,60,60,62,53,60,48,52,60,86,65,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Moussa Diabate,Charlotte Hornets,France,26,C,PF,Interior Threat,"6'9""",210,"7'1""",NA,3,2002-01-21,69,65,68,67,61,50,73,73,60,80,80,42,40,52,58,65,41,53,75,87,52,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Myles Turner,Indiana Pacers,United States,33,C,NA,2-Way 3-Level Scoring Threat,"6'11""",250,"7'4""",19928500,10,1996-03-24,84,94,93,82,77,70,56,66,80,95,83,31,35,68,75,86,70,36,86,56,82,C,27,62,29,33,1825.2,1113,402,733,54.8,93,249,37.3,216,276,78.3,88,378,466,89,103,36,140,215,2231,18,0,-47
Bones Hyland,Los Angeles Clippers,United States,5,PG,SG,Inside-Out Scoring Threat,"6'2""",169,"6'9""",4158439,4,2000-09-14,74,84,65,75,84,75,87,87,32,88,80,74,79,75,56,30,66,73,42,30,50,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Naji Marshall,Dallas Mavericks,United States,13,PF,SF,Shot-Creating 3-Level Threat,"6'6""",220,"7'1""",8571429,5,1998-06-24,75,88,80,82,81,70,62,65,60,85,80,67,74,71,54,52,60,56,47,48,66,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Nate Hinton,Houston Rockets,United States,16,SG,NA,Catch & Shoot Threat,"6'5""",210,"6'7""",NA,5,1999-06-08,67,60,70,76,76,60,80,80,57,80,80,60,66,62,49,40,62,36,56,57,60,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Naz Reid,Minnesota Timberwolves,United States,11,C,PF,2-Way 3-Level Scoring Threat,"6'9""",264,"7'3""",13986432,6,1999-08-26,81,82,76,85,92,50,50,54,87,88,80,59,58,65,68,81,54,46,72,47,74,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Neemias Queta,Boston Celtics,Portugal,88,C,NA,Board-Hunting Paint Protector,"7'0""",248,"7'4""",2162606,4,1999-07-13,71,80,57,40,71,50,59,59,76,80,80,52,38,62,59,70,45,46,77,90,65,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Nick Richards,Charlotte Hornets,Jamaica,4,C,NA,Board-Hunting Lob Threat,"7'0""",245,"7'2""",5000000,5,1997-11-29,77,95,59,25,82,75,72,70,65,81,84,37,35,36,60,75,47,33,78,73,85,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Nick Smith Jr.,Charlotte Hornets,United States,8,PG,SG,Inside-Out Scoring Threat,"6'2""",185,"6'8""",2587200,2,2004-04-18,72,83,57,84,74,80,84,84,48,89,80,70,79,72,46,33,63,33,47,38,46,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Nickeil Alexander-Walker,Minnesota Timberwolves,Canada,9,SG,SF,2-Way 3-Level Shot Creator,"6'5""",205,"6'10""",4312500,6,1998-09-02,77,88,74,83,62,70,72,84,60,90,80,75,81,76,73,52,84,76,58,36,43,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Nicolas Batum,Los Angeles Clippers,France,33,PF,SF,Stretch Four,"6'8""",230,"7'1""",4668000,17,1988-12-14,75,88,79,84,71,65,68,75,65,88,83,70,71,73,61,66,73,43,62,50,58,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Nic Claxton,Brooklyn Nets,United States,33,C,NA,2-Way Inside-The-Arc Threat,"6'11""",215,"7'3""",27556817,6,1999-04-17,81,85,74,64,63,65,69,77,71,90,80,40,49,48,76,89,79,38,89,69,89,C,24,76,41,35,2270.7,961,414,587,70.5,0,2,0,133,246,54.1,184,518,702,144,96,65,189,212,2685,28,0,119
Nikola Jokic,Denver Nuggets,Serbia,15,C,NA,2-Way 3-Level Point Center,"6'11""",284,"7'3""",51415938,11,1995-02-19,97,99,94,80,79,85,63,62,96,97,83,93,76,98,73,83,61,59,61,78,96,C,28,69,48,21,2323,1690,646,1022,63.2,57,149,38.3,341,415,82.2,167,650,817,678,247,87,47,174,3842,58,29,640
Nikola Jovic,Miami Heat,Serbia,5,PF,C,Inside-Out Scoring Threat,"6'10""",240,"7'0""",2464200,3,2003-06-09,76,93,70,83,72,85,68,68,44,85,80,69,70,68,54,59,62,42,55,40,79,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Nikola Topic,Oklahoma City Thunder,Serbia,44,PG,SG,Rim Attacker,"6'7""",200,"6'11""",4935960,1,2005-08-10,72,81,69,72,87,60,79,76,59,85,80,81,86,81,51,45,63,44,47,32,47,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Nikola Vucevic,Chicago Bulls,Montenegro,9,C,NA,Inside The Arc Board Hunter,"6'10""",260,"7'5""",20000000,14,1990-10-24,81,98,81,71,86,60,62,49,89,95,77,82,35,82,56,74,41,37,63,67,87,C,32,82,40,42,2746.4,1447,597,1148,52,121,347,34.9,132,158,83.5,159,744,903,265,139,60,57,179,3140,51,1,-20
Noah Clowney,Brooklyn Nets,United States,21,C,PF,Inside-Out Scoring Threat,"6'10""",210,"7'2""",3244080,2,2004-07-14,74,72,69,75,70,75,64,64,64,90,80,57,59,68,61,68,57,38,78,62,67,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Norman Powell,Los Angeles Clippers,United States,24,SG,SF,Shot-Creating 3-Level Threat,"6'4""",215,"6'11""",19241379,10,1993-05-25,79,91,85,88,86,75,79,83,46,92,82,74,79,75,63,50,79,38,50,29,49,G,29,60,31,29,1567.1,1019,340,710,47.9,114,287,39.7,225,277,81.2,24,151,175,109,101,50,18,125,1496,0,0,-124
Obi Toppin,Indiana Pacers,United States,1,PF,NA,Inside-Out Scorer,"6'9""",220,"7'2""",12975000,5,1998-03-04,80,96,76,82,78,70,70,69,74,88,88,55,60,59,52,66,48,41,60,52,64,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Ochai Agbaji,Toronto Raptors,United States,30,PF,SF,2-Way Inside-the-Arc Creator,"6'5""",215,"6'10""",4310280,3,2000-04-20,73,67,80,71,81,70,88,88,64,90,80,60,75,60,67,57,80,42,63,49,48,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
OG Anunoby,New York Knicks,United Kingdom,8,SF,PF,2-Way 3-Level Shot Creator,"6'7""",232,"7'2""",36637932,8,1997-07-17,84,72,91,82,68,70,81,91,68,85,81,58,72,52,84,81,90,85,58,40,51,SF,25,67,33,34,2385.7,1124,421,885,47.6,142,367,38.7,140,167,83.8,95,237,332,131,132,128,50,200,2121,2,0,132
Olivier-Maxence Prosper,Dallas Mavericks,Canada,18,PF,SF,Interior Threat,"6'7""",230,"7'1""",2870400,2,2002-07-03,72,71,68,71,65,50,79,81,60,88,80,65,60,61,57,67,74,30,45,65,69,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Onuralp Bitim,Chicago Bulls,Turkey,17,SF,SG,Catch & Shoot Threat,"6'6""",215,"6'8""",1891857,4,1999-03-31,70,70,75,75,75,65,62,64,65,84,80,66,69,69,47,50,57,32,45,37,52,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Onyeka Okongwu,Atlanta Hawks,United States,17,C,NA,3-Level Scoring Paint Beast,"6'10""",240,"7'2""",14000000,5,2000-12-11,80,97,88,76,85,70,74,74,70,88,83,51,54,50,67,79,64,35,77,83,71,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Orlando Robinson,Sacramento Kings,United States,77,C,NA,Stretch Five,"6'10""",245,"7'4""",NA,3,2000-07-10,71,81,69,77,71,75,49,49,64,80,77,52,40,54,55,62,36,40,72,69,82,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Oscar Tshiebwe,Utah Jazz,Congo,44,C,PF,Board-Hunting Paint Protector,"6'8""",255,"7'4""",NA,2,1999-11-27,69,70,69,37,70,45,75,67,69,80,80,42,40,55,55,69,48,31,72,80,80,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Oso Ighodaro,Phoenix Suns,United States,4,PF,C,Interior Threat,"6'11""",225,"7'3""",NA,1,2002-07-14,68,74,52,35,62,40,86,74,64,85,80,59,60,59,56,62,47,53,64,63,56,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Ousmane Dieng,Oklahoma City Thunder,France,13,PF,SF,Promising Prospect,"6'9""",185,"7'1""",5027040,3,2003-05-21,73,76,73,72,65,90,78,78,49,88,80,69,70,70,45,54,62,28,25,41,57,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Pacome Dadiet,New York Knicks,France,35,SF,PF,Perimeter Shot Creator,"6'8""",210,"7'0""",1808080,1,2005-07-27,69,70,76,75,75,50,78,76,50,85,80,57,75,58,55,50,69,50,50,42,49,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Paolo Banchero,Orlando Magic,United States,5,PF,SF,Shot-Creating 3-Level Threat,"6'10""",250,"7'1""",12160800,3,2002-11-12,89,88,86,81,68,85,80,80,77,90,80,74,76,78,58,68,66,41,56,65,76,PF,20,72,31,41,2429.7,1437,479,1122,42.7,85,285,29.8,394,534,73.8,84,413,497,269,200,60,39,160,2534,14,0,-215
Pascal Siakam,Indiana Pacers,Cameroon,43,PF,C,2-Way 3-Level Shot Creator,"6'8""",230,"7'3""",42176400,9,1994-04-02,88,98,85,80,74,85,76,78,70,95,82,72,79,79,72,86,79,38,50,65,80,PF,29,71,35,36,2652,1720,630,1313,48,93,287,32.4,367,474,77.4,131,425,556,415,169,65,36,228,3144,24,2,123
Pat Connaughton,Milwaukee Bucks,United States,24,SG,SF,Inside-Out Shot Creator,"6'5""",209,"6'9""",9423869,10,1993-01-06,74,68,69,80,66,70,77,78,45,80,83,69,78,78,60,35,75,38,50,41,55,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Pat Spencer,Golden State Warriors,United States,61,PG,SG,Perimeter Threat,"6'3""",205,"6'7""",NA,3,1996-07-04,68,69,78,79,80,60,75,75,54,85,84,75,73,75,45,44,55,42,45,45,60,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Patrick Baldwin Jr.,Washington Wizards,United States,7,PF,SF,Stretch Four,"6'9""",220,"7'1""",2448840,3,2002-11-18,71,70,72,75,74,70,57,64,69,85,80,55,58,60,54,56,59,49,65,42,84,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Patrick Williams,Chicago Bulls,United States,44,PF,NA,Stretch Four,"6'7""",215,"6'11""",18000000,5,2001-08-26,76,77,79,83,85,50,70,74,64,88,81,60,70,62,67,70,76,46,70,47,54,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Patty Mills,Utah Jazz,Australia,88,PG,SG,Mid-Range Shot Creator,"6'2""",180,"6'2""",NA,16,1988-08-11,72,64,87,72,83,75,83,83,51,82,82,79,86,84,51,27,65,73,30,36,42,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Paul George,Philadelphia 76ers,United States,8,SF,PF,2-Way Scoring Phenom,"6'8""",220,"6'11""",49205800,15,1990-05-02,89,94,87,85,93,75,79,87,70,95,93,78,87,75,77,79,87,66,52,33,64,F,33,56,32,24,1938.9,1332,459,1004,45.7,158,426,37.1,256,294,87.1,45,297,342,288,176,83,20,159,2307,8,1,157
Paul Reed,Detroit Pistons,United States,7,C,PF,3-Level Scoring Board Hunter,"6'9""",210,"7'2""",7723000,5,1999-06-14,75,83,79,76,75,60,49,52,62,80,80,48,52,44,60,69,43,63,83,86,78,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Payton Pritchard,Boston Celtics,United States,11,PG,NA,Sharpshooter,"6'1""",195,"6'4""",6696429,5,1998-01-28,78,95,90,82,77,85,75,75,41,84,81,79,79,82,44,36,60,38,32,46,52,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Pelle Larsson,Miami Heat,Sweden,9,SG,SF,Catch & Shoot Threat,"6'5""",215,"6'9""",NA,1,2001-02-23,68,72,74,78,76,50,87,80,55,85,80,52,62,65,54,52,65,52,42,37,52,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Pete Nance,Cleveland Cavaliers,United States,8,PF,C,Rebounder,"6'10""",230,"7'2""",NA,2,2000-02-19,67,73,70,73,76,50,63,57,69,85,83,47,52,50,54,60,48,50,61,64,70,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Peyton Watson,Denver Nuggets,United States,8,PF,SF,Rim Protector,"6'7""",200,"6'11""",2413560,3,2002-09-11,75,86,80,75,66,85,77,77,55,88,80,60,70,62,63,59,68,42,85,46,62,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
P.J. Dozier,Minnesota Timberwolves,United States,35,SF,SG,Perimeter Defender,"6'6""",205,"6'11""",2087519,8,1996-10-25,71,70,70,74,64,60,83,76,40,80,81,68,76,69,59,48,74,63,55,44,60,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
P.J. Tucker,Los Angeles Clippers,United States,17,PF,C,2-Way Stretch Four,"6'5""",245,"6'11""",11539000,19,1985-05-05,71,88,74,78,83,40,63,80,82,88,91,70,65,69,69,77,80,46,52,58,57,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
P.J. Washington,Dallas Mavericks,United States,25,PF,C,3-Level Scoring Threat,"6'7""",230,"7'3""",15500000,6,1998-08-23,79,88,79,75,72,80,75,75,68,85,79,55,70,60,56,62,52,46,63,46,67,PF,24,73,24,49,2379.6,1144,434,978,44.4,149,428,34.8,127,174,73,73,285,358,175,110,66,79,193,2161,3,0,-375
